account_id,account_age_days,total_value
A002840,1009.0,75257.9
A002841,1065.0,68119.8
A002842,794.0,19549.76
A002843,560.0,68134.81
A002844,1493.0,39834.28
A002845,1353.0,86643.96
A002846,811.0,48732.75
A002847,437.0,43888.25
A002848,1344.0,84885.75
A002849,1305.0,65604.35
A002850,618.0,37461.56
A002851,532.0,77594.19
A002852,809.0,103681.2
A002853,657.0,73468.35
A002854,812.0,81297.1
A002855,1114.0,73650.3
A002856,1045.0,85141.03
A002857,498.0,102342.44
A002858,1096.0,88957.49
A002859,501.0,94347.42
A002860,989.0,117700.92
A002861,1137.0,76485.04
A002862,616.0,91867.13
A002863,679.0,91147.02
A002864,496.0,48355.44
A002865,591.0,87489.95
A002866,1016.0,56452.09
A002867,1477.0,90794.13
A002868,596.0,36291.2
A002869,1547.0,86687.15
A002870,720.0,27186.82
A002871,977.0,40100.16
A002872,517.0,101351.71
A002873,1212.0,65752.93
A002874,1289.0,63233.31
A002875,850.0,16510.66
A002876,1181.0,71148.57
A002877,1334.0,94777.98
A002878,879.0,45929.68
A002879,704.0,122144.16
A002880,1325.0,97326.47
A002881,1468.0,109172.15
A002882,843.0,78195.94
A002883,873.0,36323.13
A002884,1456.0,89908.4
A002885,1061.0,85593.5
A002886,550.0,35943.11
A002887,986.0,38888.68
A002888,549.0,100879.75
A002889,498.0,57044.45
A002890,428.0,61564.04
A002891,1027.0,49945.06
A002892,1331.0,60896.56
A002893,784.0,25625.45
A002894,1061.0,86515.57
A002895,1555.0,49567.46
A002896,559.0,58714.05
A002897,581.0,44948.72
A002898,679.0,35970.45
A002899,1509.0,91422.46
A002900,1385.0,71774.74
A002901,426.0,86661.4
A002902,1519.0,123726.34
A002903,1182.0,62943.96
A002904,491.0,100224.14
A002905,1103.0,68779.86
A002906,470.0,72761.34
A002907,1515.0,34887.72
A002908,1066.0,77680.51
A002909,1060.0,42252.88
A002910,1517.0,77478.74
A002911,732.0,107758.24
A002912,718.0,64106.68
A002913,1016.0,75511.01
A002914,887.0,36584.56
A002915,1195.0,73134.79
A002916,765.0,24438.16
A002917,935.0,18113.86
A002918,519.0,93300.9
A002919,1369.0,104744.23
A002920,691.0,126571.88
A002921,1264.0,50215.5
A002922,1570.0,74714.21
A002923,900.0,61850.18
A002924,461.0,31236.73
A002925,933.0,69945.3
A002926,1160.0,107968.32
A002927,913.0,56965.58
A002928,590.0,31308.65
A002929,767.0,50752.62
A002930,929.0,77409.79
A002931,1493.0,32957.9
A002932,1488.0,94535.38
A002933,851.0,124758.23
A002934,538.0,86209.95
A002935,1468.0,95294.58
A002936,1082.0,116010.62
A002937,661.0,73807.03
A002938,635.0,68527.06
A002939,1284.0,104552.61
A002940,1075.0,102587.41
A002941,1115.0,61504.42
A002942,842.0,39306.24
A002943,811.0,102957.78
A002944,532.0,93885.05
A002945,810.0,70584.2
A002946,1224.0,82107.9
A002947,514.0,89433.22
A002948,455.0,100274.53
A002949,867.0,118718.48
A002950,1271.0,32159.32
A002951,871.0,39733.64
A002952,1014.0,91854.23
A002953,816.0,17377.63
A002954,485.0,75641.76
A002955,873.0,90202.07
A002956,549.0,55144.94
A002957,1130.0,119311.68
A002958,1109.0,138159.0
A002959,1061.0,88953.25
A002960,768.0,90294.87
A002961,1208.0,132992.85
A002962,588.0,59560.53
A002963,616.0,101654.24
A002964,1188.0,104403.24
A002965,695.0,75212.51
A002966,1133.0,87704.58
A002967,590.0,42136.66
A002968,431.0,40974.39
A002969,677.0,100532.91
A002970,1388.0,89047.53
A002971,892.0,55525.34
A002972,1065.0,53177.03
A002973,485.0,38927.87
A002974,542.0,104459.71
A002975,1383.0,55536.42
A002976,1130.0,94082.31
A002977,1429.0,79493.15
A002978,629.0,125205.66
A002979,704.0,75275.8
A002980,969.0,76613.66
A002981,801.0,44043.98
A002982,1421.0,87172.0
A002983,976.0,89471.42
A002984,1276.0,105954.1
A002985,1058.0,104475.29
A002986,1264.0,57075.72
A002987,790.0,128901.33
A002988,1038.0,69301.96
A002989,515.0,53613.28
A002990,1488.0,53673.13
A002991,1253.0,118814.43
A002992,465.0,62703.99
A002993,1294.0,46529.39
A002994,1555.0,116794.32
A002995,470.0,83467.51
A002996,837.0,103682.43
A002997,1118.0,69509.92
A002998,489.0,74547.9
A002999,644.0,100098.86
A003000,1406.0,56787.99
A003001,1586.0,97965.76
A003002,1338.0,20284.87
A003003,904.0,67110.58
A003004,1307.0,61290.28
A003005,1421.0,89204.08
A003006,1458.0,62725.55
A003007,1036.0,34164.39
A003008,1193.0,73900.23
A003009,847.0,77375.94
A003010,1161.0,36939.64
A003011,731.0,41505.14
A003012,765.0,84875.11
A003013,833.0,34117.34
A003014,776.0,49749.84
A003015,794.0,123077.72
A003016,486.0,68136.12
A003017,907.0,90126.01
A003018,652.0,82678.38
A003019,432.0,51260.79
A003020,627.0,58750.22
A003021,1317.0,75484.62
A003022,1070.0,68226.35
A003023,1399.0,44363.09
A003024,990.0,130425.17
A003025,1540.0,99546.63
A003026,1060.0,84105.61
A003027,1522.0,37085.72
A003028,666.0,83372.74
A003029,771.0,26987.11
A003030,1212.0,60558.39
A003031,1467.0,51805.51
A003032,518.0,82920.91
A003033,789.0,84590.4
A003034,1035.0,67309.09
A003035,1587.0,74576.53
A003036,762.0,68051.21
A003037,1200.0,125189.34
A003038,525.0,74077.97
A003039,1048.0,125775.64
A003040,594.0,72094.79
A003041,1187.0,106845.73
A003042,1064.0,50544.91
A003043,1009.0,63566.68
A003044,1053.0,69649.59
A003045,664.0,38297.93
A003046,641.0,57156.86
A003047,1148.0,66010.24
A003048,1479.0,17696.03
A003049,917.0,43044.07
A003050,1098.0,22800.57
A003051,782.0,66562.23
A003052,513.0,42735.91
A003053,522.0,46026.03
A003054,451.0,85507.57
A003055,698.0,148471.72
A003056,1301.0,97945.72
A003057,879.0,32596.75
A003058,1135.0,38207.08
A003059,1012.0,40893.42
A003060,1412.0,21998.44
A003061,478.0,40364.1
A003062,1253.0,81944.85
A003063,421.0,64629.05
A003064,988.0,39716.82
A003065,566.0,89009.6
A003066,767.0,119095.85
A003067,687.0,27776.48
A003068,1479.0,64979.29
A003069,488.0,65212.81
A003070,676.0,24048.4
A003071,935.0,108361.84
A003072,786.0,29133.88
A003073,1547.0,21387.49
A003074,739.0,111774.54
A003075,1463.0,112615.03
A003076,866.0,71375.84
A003077,1071.0,111093.13
A003078,1544.0,43140.41
A003079,978.0,63307.9
A003080,1309.0,76827.98
A003081,468.0,89407.93
A003082,1263.0,35466.67
A003083,823.0,26123.65
A003084,425.0,41487.9
A003085,476.0,63885.7
A003086,1216.0,94618.57
A003087,1312.0,107213.82
A003088,554.0,106796.99
A003089,614.0,22866.23
A003090,492.0,59729.53
A003091,1236.0,92805.35
A003092,943.0,107820.87
A003093,451.0,32453.29
A003094,1512.0,82478.82
A003095,1062.0,22199.75
A003096,748.0,36667.81
A003097,517.0,58735.94
A003098,700.0,63855.37
A003099,1075.0,127196.9
A003100,651.0,58344.27
A003101,1584.0,41418.02
A003102,593.0,62316.82
A003103,843.0,62593.02
A003104,831.0,79410.76
A003105,1525.0,128602.53
A003106,1003.0,84538.79
A003107,1325.0,47819.01
A003108,1133.0,86465.36
A003109,1445.0,43210.88
A003110,1380.0,31854.17
A003111,1378.0,41313.64
A003112,1478.0,54013.98
A003113,1312.0,40358.18
A003114,1050.0,61060.4
A003115,833.0,96367.43
A003116,441.0,125998.56
A003117,1273.0,100274.28
A003118,1397.0,114453.28
A003119,430.0,33203.91
A003120,1179.0,19405.08
A003121,1289.0,69375.66
A003122,674.0,135476.85
A003123,491.0,46201.28
A003124,805.0,60413.02
A003125,1202.0,82619.1
A003126,1419.0,85342.39
A003127,423.0,131102.51
A003128,729.0,64284.07
A003129,1048.0,78541.92
A003130,780.0,48603.28
A003131,1117.0,77553.63
A003132,957.0,41828.86
A003133,422.0,50229.42
A003134,1325.0,48051.7
A003135,1547.0,85265.5
A003136,1513.0,56992.35
A003137,601.0,57418.75
A003138,1594.0,59930.32
A003139,1242.0,73240.58
A003140,413.0,49026.17
A003141,1085.0,33007.79
A003142,842.0,97970.97
A003143,726.0,40395.61
A003144,871.0,100148.16
A003145,1528.0,123461.16
A003146,1155.0,96084.96
A003147,708.0,49506.68
A003148,588.0,41469.69
A003149,989.0,108624.03
A003150,717.0,60672.78
A003151,550.0,48716.72
A003152,451.0,107720.37
A003153,1452.0,41162.62
A003154,436.0,46954.76
A003155,1131.0,40773.94
A003156,900.0,37419.08
A003157,1069.0,122686.73
A003158,1481.0,92768.01
A003159,718.0,40624.44
A003160,821.0,81918.58
A003161,1042.0,55363.36
A003162,1386.0,46366.05
A003163,990.0,37123.64
A003164,509.0,26150.09
A003165,1120.0,60346.08
A003166,421.0,80009.37
A003167,1353.0,92052.01
A003168,1001.0,127621.19
A003169,1384.0,36761.52
A003170,1046.0,43037.28
A003171,759.0,82390.88
A003172,653.0,113726.51
A003173,539.0,103539.82
A003174,1424.0,29075.47
A003175,669.0,67246.5
A003176,984.0,71158.41
A003177,1358.0,40573.66
A003178,963.0,71558.24
A003179,1156.0,33686.14
A003180,719.0,24490.92
A003181,472.0,75839.69
A003182,752.0,46027.52
A003183,517.0,69351.33
A003184,411.0,46724.18
A003185,492.0,23426.48
A003186,594.0,74352.38
A003187,468.0,83404.17
A003188,1445.0,54348.21
A003189,1443.0,57423.12
A003190,1214.0,61200.22
A003191,931.0,59630.37
A003192,1217.0,69381.14
A003193,1245.0,45249.87
A003194,825.0,55677.68
A003195,1153.0,117402.13
A003196,1545.0,108756.57
A003197,437.0,110723.68
A003198,1380.0,19592.11
A003199,769.0,141542.61
A003200,908.0,89128.01
A003201,669.0,68312.43
A003202,436.0,36854.21
A003203,1168.0,65253.03
A003204,1251.0,34856.77
A003205,1092.0,98249.28
A003206,432.0,119921.07
A003207,631.0,92543.33
A003208,1205.0,60128.33
A003209,1547.0,101413.07
A003210,807.0,102831.58
A003211,1142.0,39219.57
A003212,1317.0,101635.88
A003213,1312.0,97185.98
A003214,1500.0,65581.33
A003215,1032.0,65464.7
A003216,1442.0,76894.56
A003217,527.0,50199.87
A003218,1401.0,53067.61
A003219,772.0,113526.95
A003220,666.0,92720.08
A003221,1324.0,23196.58
A003222,455.0,37231.0
A003223,1328.0,89202.22
A003224,969.0,21799.58
A003225,805.0,53025.4
A003226,1162.0,76299.83
A003227,731.0,66554.53
A003228,522.0,105151.76
A003229,922.0,83227.63
A003230,1135.0,88054.24
A003231,741.0,114371.9
A003232,454.0,121991.25
A003233,1587.0,25661.8
A003234,1365.0,28879.11
A003235,1387.0,19653.31
A003236,1173.0,59318.94
A003237,550.0,86587.34
A003238,1071.0,91194.53
A003239,1566.0,112833.34
A003240,609.0,92716.55
A003241,1313.0,47052.4
A003242,470.0,32343.81
A003243,872.0,70727.56
A003244,432.0,79567.14
A003245,1207.0,66622.69
A003246,1452.0,91166.77
A003247,1466.0,105608.97
A003248,792.0,44987.98
A003249,727.0,61571.52
A003250,1150.0,19115.12
A003251,1235.0,37907.92
A003252,819.0,63182.97
A003253,1130.0,115806.27
A003254,1359.0,92811.19
A003255,675.0,64252.09
A003256,581.0,76470.99
A003257,947.0,45577.58
A003258,761.0,90051.34
A003259,876.0,111764.42
A003260,594.0,85395.93
A003261,682.0,58557.39
A003262,1416.0,76079.06
A003263,1241.0,44668.68
A003264,1069.0,114894.67
A003265,1200.0,66209.44
A003266,1494.0,37193.2
A003267,721.0,77247.73
A003268,1121.0,91419.46
A003269,826.0,75977.71
A003270,894.0,64195.5
A003271,1427.0,108912.28
A003272,881.0,109169.4
A003273,1406.0,33561.54
A003274,709.0,44077.33
A003275,776.0,90226.09
A003276,1269.0,18625.85
A003277,799.0,78167.78
A003278,1548.0,73643.86
A003279,1593.0,117631.17
A003280,1113.0,58172.93
A003281,1236.0,67320.46
A003282,1205.0,54045.22
A003283,1352.0,103463.2
A003284,1033.0,51370.8
A003285,1008.0,109061.01
A003286,1231.0,49386.0
A003287,1246.0,111153.7
A003288,745.0,32613.6
A003289,955.0,24518.31
A003290,1133.0,45557.54
A003291,681.0,78034.16
A003292,1168.0,66008.76
A003293,512.0,32555.07
A003294,653.0,43193.63
A003295,1580.0,39464.3
A003296,1526.0,107955.1
A003297,1069.0,108181.88
A003298,981.0,32374.02
A003299,1419.0,23889.4
A003300,671.0,112205.13
A003301,687.0,83620.0
A003302,644.0,33093.3
A003303,415.0,89690.66
A003304,1534.0,86567.24
A003305,511.0,91327.92
A003306,525.0,53805.85
A003307,948.0,60734.42
A003308,1186.0,76174.37
A003309,499.0,84479.91
A003310,907.0,122788.96
A003311,1229.0,58761.3
A003312,772.0,102112.91
A003313,832.0,89369.94
A003314,471.0,80489.25
A003315,1184.0,59925.75
A003316,543.0,30312.38
A003317,1005.0,87801.71
A003318,1474.0,122126.2
A003319,1491.0,88533.24
A003320,1483.0,25314.55
A003321,974.0,82667.65
A003322,460.0,42239.51
A003323,628.0,56377.06
A003324,1402.0,64003.2
A003325,595.0,55082.49
A003326,1104.0,116153.37
A003327,412.0,115562.17
A003328,673.0,44725.91
A003329,853.0,110012.23
A003330,1491.0,68994.44
A003331,739.0,82441.05
A003332,734.0,36869.32
A003333,1461.0,26376.79
A003334,1198.0,88080.32
A003335,903.0,81828.19
A003336,1224.0,58915.72
A003337,727.0,38701.62
A003338,684.0,112976.27
A003339,1050.0,77057.33
A003340,798.0,41697.51
A003341,573.0,116909.98
A003342,672.0,97602.83
A003343,1230.0,84703.89
A003344,903.0,31253.26
A003345,1504.0,54772.36
A003346,521.0,108861.44
A003347,1499.0,98314.33
A003348,831.0,70772.84
A003349,1539.0,105402.16
A003350,845.0,75072.04
A003351,1209.0,75689.66
A003352,598.0,51444.69
A003353,1588.0,61275.38
A003354,1288.0,64042.08
A003355,1591.0,95304.94
A003356,624.0,40151.35
A003357,1380.0,106855.16
A003358,1574.0,22155.15
A003359,1555.0,64132.05
A003360,928.0,103513.06
A003361,630.0,49503.85
A003362,823.0,57833.47
A003363,1165.0,32804.07
A003364,784.0,68637.19
A003365,424.0,58971.06
A003366,920.0,111115.2
A003367,623.0,119077.56
A003368,1172.0,92195.25
A003369,624.0,25754.58
A003370,1526.0,108572.42
A003371,463.0,63798.19
A003372,1358.0,54524.64
A003373,1121.0,27188.17
A003374,677.0,31944.39
A003375,1457.0,56428.96
A003376,1332.0,109298.56
A003377,862.0,32222.91
A003378,569.0,53076.0
A003379,1336.0,86906.21
A003380,983.0,40767.03
A003381,1416.0,22373.95
A003382,1290.0,48954.99
A003383,1287.0,45944.82
A003384,670.0,71850.75
A003385,1519.0,27457.88
A003386,1521.0,102020.6
A003387,932.0,95548.69
A003388,790.0,49534.53
A003389,847.0,74197.96
A003390,567.0,86133.07
A003391,802.0,112058.54
A003392,960.0,52273.06
A003393,530.0,81894.24
A003394,1025.0,71726.48
A003395,1269.0,109589.72
A003396,1313.0,26958.03
A003397,748.0,74026.9
A003398,1400.0,34571.62
A003399,1269.0,57521.8
A003400,1551.0,66532.51
A003401,1095.0,88836.61
A003402,1293.0,70700.27
A003403,1252.0,100013.51
A003404,1208.0,26953.25
A003405,1268.0,83358.66
A003406,565.0,119770.73
A003407,872.0,55901.07
A003408,1507.0,14458.19
A003409,838.0,77032.46
A003410,1580.0,43407.42
A003411,683.0,44613.44
A003412,964.0,55941.4
A003413,1298.0,127304.35
A003414,636.0,74077.97
A003415,1596.0,31711.94
A003416,557.0,82662.19
A003417,1382.0,60050.87
A003418,1185.0,99099.31
A003419,745.0,66718.78
A003420,1140.0,27316.08
A003421,896.0,42815.03
A003422,1296.0,104506.94
A003423,1256.0,73842.2
A003424,889.0,21826.83
A003425,992.0,93578.36
A003426,900.0,103376.9
A003427,1226.0,53663.64
A003428,1524.0,55330.51
A003429,1091.0,37153.51
A003430,654.0,59343.01
A003431,634.0,90064.45
A003432,1108.0,90939.89
A003433,1107.0,56770.48
A003434,902.0,39924.41
A003435,1474.0,47357.47
A003436,1189.0,28886.34
A003437,444.0,87276.95
A003438,1208.0,108115.06
A003439,1415.0,129440.83
A003440,1006.0,104789.37
A003441,1303.0,51285.42
A003442,1072.0,114015.81
A003443,1026.0,94378.6
A003444,1593.0,55540.45
A003445,1290.0,96446.73
A003446,817.0,34425.62
A003447,866.0,75188.97
A003448,1424.0,69499.17
A003449,688.0,22835.13
A003450,851.0,64281.43
A003451,685.0,109880.6
A003452,1496.0,81036.74
A003453,737.0,121820.36
A003454,1240.0,84628.76
A003455,496.0,64317.62
A003456,988.0,34822.9
A003457,1124.0,131602.21
A003458,420.0,49360.07
A003459,1154.0,28229.11
A003460,902.0,34020.67
A003461,1396.0,90690.19
A003462,1433.0,34038.01
A003463,1414.0,110322.06
A003464,1303.0,86471.52
A003465,780.0,50954.79
A003466,772.0,78553.98
A003467,708.0,65014.32
A003468,1425.0,41071.38
A003469,1441.0,115213.57
A003470,1492.0,54763.49
A003471,558.0,43145.53
A003472,1250.0,62210.57
A003473,720.0,49792.33
A003474,641.0,87805.95
A003475,1215.0,83177.71
A003476,1077.0,23843.41
A003477,1194.0,102796.29
A003478,609.0,36844.52
A003479,963.0,32649.46
A003480,502.0,102039.42
A003481,484.0,91592.05
A003482,1155.0,83878.18
A003483,1292.0,68614.82
A003484,504.0,24100.49
A003485,581.0,83594.58
A003486,434.0,95328.03
A003487,908.0,116594.42
A003488,596.0,91288.24
A003489,1511.0,111160.24
A003490,1522.0,35908.05
A003491,525.0,26799.49
A003492,1077.0,89680.9
A003493,526.0,81320.87
A003494,1281.0,31564.5
A003495,885.0,58675.74
A003496,422.0,44203.06
A003497,825.0,43779.66
A003498,528.0,21807.4
A003499,1211.0,31693.76
A003500,525.0,83924.75
A003501,482.0,95697.65
A003502,472.0,99816.01
A003503,678.0,93938.84
A003504,753.0,35585.64
A003505,1445.0,63089.64
A003506,607.0,40104.14
A003507,1548.0,101379.62
A003508,1339.0,123312.94
A003509,435.0,25888.61
A003510,483.0,26869.65
A003511,1164.0,38178.67
A003512,1149.0,126991.22
A003513,767.0,25198.78
A003514,1096.0,51483.04
A003515,1594.0,87384.16
A003516,1016.0,15531.62
A003517,1276.0,31949.31
A003518,1263.0,68901.8
A003519,1225.0,97997.11
A003520,1501.0,89741.97
A003521,645.0,76388.47
A003522,1425.0,80914.06
A003523,1166.0,74405.91
A003524,1528.0,110079.25
A003525,833.0,38960.2
A003526,1263.0,93612.59
A003527,970.0,40826.83
A003528,1250.0,98769.39
A003529,971.0,24327.41
A003530,1530.0,44710.62
A003531,1059.0,64137.44
A003532,1461.0,98763.11
A003533,749.0,26629.49
A003534,1492.0,41687.54
A003535,931.0,36878.37
A003536,1150.0,102532.01
A003537,450.0,28242.65
A003538,647.0,44765.99
A003539,1091.0,75256.06
A003540,1266.0,86075.35
A003541,513.0,53110.42
A003542,495.0,56903.31
A003543,491.0,112220.94
A003544,513.0,116383.7
A003545,1507.0,43768.38
A003546,1359.0,62759.62
A003547,1089.0,105533.0
A003548,1328.0,73711.78
A003549,552.0,69904.56
A003550,787.0,79350.39
A003551,1228.0,47911.5
A003552,1308.0,62048.39
A003553,622.0,120135.81
A003554,798.0,51872.3
A003555,1241.0,37983.85
A003556,1015.0,59598.89
A003557,486.0,89762.79
A003558,712.0,52281.22
A003559,427.0,86018.98
A003560,956.0,40071.05
A003561,1131.0,33560.85
A003562,666.0,140416.52
A003563,656.0,88611.92
A003564,876.0,42594.45
A003565,990.0,115237.5
A003566,1060.0,65843.53
A003567,1203.0,71042.44
A003568,602.0,24238.36
A003569,1458.0,73927.86
A003570,1181.0,90447.96
A003571,910.0,69274.84
A003572,1101.0,113352.39
A003573,1497.0,97742.11
A003574,1592.0,89685.73
A003575,1583.0,55520.65
A003576,1433.0,34307.64
A003577,1404.0,44487.93
A003578,1021.0,51614.07
A003579,1487.0,101173.26
A003580,1254.0,96857.09
A003581,694.0,120127.83
A003582,1354.0,135563.31
A003583,593.0,27074.67
A003584,763.0,50947.56
A003585,453.0,22138.06
A003586,772.0,31480.88
A003587,512.0,52070.06
A003588,1079.0,84493.89
A003589,1493.0,70957.58
A003590,1258.0,77613.55
A003591,1178.0,29183.34
A003592,859.0,23452.28
A003593,1543.0,78559.38
A003594,686.0,106890.04
A003595,774.0,90050.34
A003596,1205.0,59887.2
A003597,1435.0,41847.61
A003598,1008.0,57767.79
A003599,1554.0,100875.3
A003600,1563.0,88261.28
A003601,1103.0,87510.68
A003602,436.0,62795.48
A003603,1389.0,60960.29
A003604,1098.0,116312.85
A003605,1370.0,76705.95
A003606,1545.0,81080.15
A003607,1369.0,38131.61
A003608,1018.0,94081.19
A003609,885.0,39551.47
A003610,1569.0,49529.68
A003611,603.0,55327.07
A003612,1205.0,70603.99
A003613,658.0,64554.25
A003614,737.0,80213.35
A003615,1310.0,28852.3
A003616,953.0,56855.62
A003617,475.0,85106.77
A003618,678.0,37486.17
A003619,571.0,49465.89
A003620,1329.0,103018.06
A003621,822.0,80734.9
A003622,1533.0,88174.5
A003623,1310.0,28801.34
A003624,1298.0,73247.27
A003625,1387.0,34303.5
A003626,1535.0,37273.28
A003627,805.0,71551.75
A003628,447.0,71493.53
A003629,750.0,120953.47
A003630,1374.0,59946.92
A003631,1594.0,52122.89
A003632,1591.0,118551.06
A003633,1311.0,67839.11
A003634,735.0,134000.98
A003635,954.0,52687.8
A003636,1258.0,65085.56
A003637,1257.0,55298.9
A003638,506.0,26229.86
A003639,1451.0,96842.01
A003640,525.0,74003.13
A003641,655.0,85573.1
A003642,1041.0,86137.74
A003643,1250.0,64170.46
A003644,1101.0,62716.22
A003645,1524.0,74422.49
A003646,1067.0,115251.34
A003647,558.0,73747.41
A003648,812.0,37301.39
A003649,548.0,71975.43
A003650,685.0,56550.87
A003651,1245.0,55675.61
A003652,1404.0,49746.44
A003653,1342.0,89728.02
A003654,905.0,98891.97
A003655,1171.0,89083.97
A003656,645.0,65212.0
A003657,1005.0,65337.17
A003658,735.0,106025.01
A003659,431.0,70724.79
A003660,505.0,50513.14
A003661,858.0,54378.66
A003662,1513.0,38709.08
A003663,584.0,21670.17
A003664,720.0,44738.09
A003665,952.0,114588.94
A003666,1061.0,39333.48
A003667,1476.0,42414.83
A003668,1435.0,114427.2
A003669,979.0,70783.49
A003670,766.0,99974.95
A003671,1554.0,102885.41
A003672,1030.0,79089.34
A003673,931.0,65864.12
A003674,1341.0,51828.49
A003675,756.0,115805.15
A003676,1057.0,38927.99
A003677,833.0,80922.86
A003678,920.0,85716.49
A003679,474.0,79429.63
A003680,833.0,54043.02
A003681,824.0,80311.38
A003682,622.0,90486.58
A003683,496.0,88150.65
A003684,859.0,59776.82
A003685,1355.0,25940.45
A003686,674.0,44264.01
A003687,864.0,103278.21
A003688,1150.0,70415.51
A003689,1577.0,101237.0
A003690,1087.0,122284.65
A003691,1186.0,36877.95
A003692,859.0,27575.26
A003693,1258.0,99011.22
A003694,809.0,109289.93
A003695,1571.0,43846.55
A003696,1089.0,105389.62
A003697,424.0,66120.45
A003698,983.0,66887.34
A003699,644.0,113736.69
A003700,1549.0,45128.67
A003701,529.0,44860.29
A003702,1550.0,65032.84
A003703,1537.0,107014.22
A003704,1571.0,73806.31
A003705,1293.0,96234.08
A003706,1347.0,66506.75
A003707,603.0,91456.28
A003708,713.0,56158.04
A003709,1255.0,127460.6
A003710,1389.0,50383.36
A003711,516.0,101017.05
A003712,694.0,56404.41
A003713,1120.0,108085.72
A003714,656.0,36565.76
A003715,612.0,63829.86
A003716,1091.0,105474.43
A003717,419.0,75016.27
A003718,690.0,85496.19
A003719,1471.0,104676.6
A003720,1374.0,26538.09
A003721,1487.0,37159.22
A003722,735.0,89637.54
A003723,1500.0,46693.11
A003724,814.0,27932.81
A003725,489.0,42633.81
A003726,1018.0,84721.26
A003727,669.0,97374.22
A003728,1294.0,42440.56
A003729,868.0,110891.37
A003730,1092.0,68167.55
A003731,1003.0,59389.65
A003732,777.0,93487.02
A003733,799.0,98871.1
A003734,469.0,111412.45
A003735,690.0,60164.5
A003736,603.0,41306.58
A003737,547.0,90597.36
A003738,487.0,87173.11
A003739,1234.0,91068.66
A003740,744.0,33154.98
A003741,562.0,154729.59
A003742,594.0,84330.02
A003743,872.0,89371.82
A003744,1225.0,20916.49
A003745,1343.0,46429.55
A003746,702.0,105176.88
A003747,527.0,78425.2
A003748,1425.0,41366.26
A003749,517.0,41332.75
A003750,771.0,60554.35
A003751,633.0,32310.26
A003752,1362.0,39774.11
A003753,1062.0,104429.39
A003754,751.0,62095.26
A003755,440.0,71164.0
A003756,851.0,110026.43
A003757,1154.0,28924.48
A003758,643.0,98890.28
A003759,1485.0,112108.98
A003760,1373.0,79092.12
A003761,816.0,26549.8
A003762,844.0,56769.46
A003763,1033.0,63197.2
A003764,1439.0,60158.61
A003765,1320.0,25286.93
A003766,1071.0,27678.57
A003767,1423.0,29184.81
A003768,1418.0,72632.64
A003769,1592.0,70877.65
A003770,662.0,90758.63
A003771,1235.0,49779.27
A003772,1013.0,76059.48
A003773,1405.0,38479.74
A003774,1460.0,94460.42
A003775,791.0,100029.37
A003776,855.0,100366.68
A003777,894.0,52602.97
A003778,1595.0,33673.51
A003779,1366.0,58492.39
A003780,818.0,34724.16
A003781,1005.0,39359.73
A003782,1135.0,18289.03
A003783,704.0,109915.56
A003784,1525.0,113169.5
A003785,435.0,44834.5
A003786,471.0,67450.39
A003787,1550.0,119493.84
A003788,1240.0,66258.63
A003789,1135.0,87970.76
A003790,663.0,59241.16
A003791,637.0,49398.12
A003792,1518.0,81441.12
A003793,1360.0,54961.97
A003794,694.0,147830.91
A003795,1429.0,48858.51
A003796,444.0,114272.18
A003797,1475.0,72143.82
A003798,1404.0,107869.6
A003799,1266.0,42863.57
A003800,614.0,92301.76
A003801,758.0,29805.49
A003802,1016.0,54300.05
A003803,1497.0,42947.93
A003804,1114.0,32953.38
A003805,510.0,34846.86
A003806,1445.0,56844.9
A003807,514.0,82230.88
A003808,909.0,68338.59
A003809,1058.0,31942.95
A003810,825.0,40835.62
A003811,613.0,48899.13
A003812,1146.0,50647.78
A003813,475.0,77411.71
A003814,980.0,94568.28
A003815,1447.0,102897.79
A003816,1591.0,90228.83
A003817,656.0,18344.93
A003818,679.0,83684.13
A003819,1053.0,28744.47
A003820,1225.0,114007.01
A003821,1279.0,98707.46
A003822,914.0,122656.68
A003823,1509.0,65639.28
A003824,1070.0,30473.01
A003825,980.0,59698.01
A003826,1103.0,28827.7
A003827,847.0,16641.86
A003828,544.0,28026.18
A003829,1386.0,115359.82
A003830,705.0,105710.09
A003831,1423.0,60454.99
A003832,1053.0,60932.89
A003833,1044.0,76946.58
A003834,1414.0,101115.77
A003835,1184.0,124245.79
A003836,678.0,121627.82
A003837,1143.0,38685.91
A003838,531.0,58174.9
A003839,1128.0,20143.28
A003840,460.0,77776.75
A003841,1458.0,65580.34
A003842,767.0,94886.66
A003843,1134.0,90487.17
A003844,474.0,89987.88
A003845,1380.0,43338.01
A003846,776.0,104918.74
A003847,678.0,77165.16
A003848,1547.0,51153.43
A003849,1320.0,112709.21
A003850,1059.0,40667.63
A003851,979.0,132410.94
A003852,930.0,81779.11
A003853,960.0,84768.53
A003854,469.0,23006.55
A003855,764.0,125500.66
A003856,1455.0,39220.56
A003857,974.0,32021.32
A003858,1132.0,74492.18
A003859,1529.0,42259.55
A003860,1371.0,83690.24
A003861,901.0,86932.7
A003862,499.0,38753.44
A003863,528.0,103870.12
A003864,861.0,22323.56
A003865,1073.0,77876.75
A003866,1067.0,29949.59
A003867,569.0,64275.1
A003868,517.0,56690.08
A003869,522.0,52472.78
A003870,666.0,116780.83
A003871,1140.0,111059.24
A003872,905.0,106421.48
A003873,937.0,37433.36
A003874,1443.0,82208.25
A003875,1494.0,116881.11
