user_id,num_accounts,txn_count,total_txn_amount,avg_portfolio_value
U08222,1,28,84470.43,72627.87
U08223,1,13,30498.45,30498.45
U08225,3,80,227615.83,66472.46
U08227,2,31,77669.71,32655.18
U08229,5,175,507848.15,97289.57
U08232,3,94,248570.29,89834.28
U08233,2,90,231385.46,101156.88
U08234,1,11,30978.56,12978.4
U08235,1,45,140802.06,119069.34
U08236,1,49,136955.84,103984.89
U08237,1,45,127706.98,98288.69
U08238,2,65,181968.9,82323.2
U08240,3,98,276401.29,90186.03
U08241,1,18,48177.85,43607.29
U08242,2,45,112767.9,58862.98
U08243,1,48,139625.99,107103.35
U08244,2,71,182341.17,83461.73
U08245,1,29,89090.04,75995.88
U08246,1,35,88267.45,81648.97
U08247,3,85,248020.52,72260.49
U08248,1,25,71228.43,64796.51
U08249,3,133,376600.56,102458.16
U08250,2,77,220600.62,89322.02
U08251,5,145,393673.11,85471.69
U08252,2,40,93030.47,37187.38
U08253,3,122,333696.78,102089.04
U08254,3,101,289836.56,98060.65
U08255,1,13,34249.67,26139.52
U08256,2,49,124423.43,74173.03
U08257,2,21,64436.43,32534.06
U08258,2,69,200507.31,92143.84
U08259,1,47,134012.21,119608.41
U08260,5,154,397919.65,75081.55
U08262,2,56,141714.82,68125.13
U08263,2,35,101035.49,48207.84
U08264,2,55,168811.38,87788.49
U08265,2,80,229704.63,95335.13
U08266,1,22,64950.71,55049.07
U08267,2,47,135430.34,63048.73
U08268,2,84,252668.52,122955.59
U08269,1,35,84842.19,80180.35
U08270,3,62,163397.8,56092.59
U08271,1,43,137550.41,112700.05
U08272,2,65,169203.75,92750.49
U08273,1,16,32038.2,24452.3
U08274,2,62,179967.89,67707.24
U08275,3,69,199740.59,84815.13
U08276,2,62,181473.31,77884.49
U08277,3,104,259131.52,77051.7
U08278,3,56,154057.61,46164.43
U08279,1,37,98703.2,78991.34
U08280,3,64,176941.94,57214.65
U08281,3,111,312563.08,93299.94
U08282,1,43,118891.96,87148.94
U08284,4,93,222385.14,48487.9
U08285,3,72,195851.49,85428.6
U08287,2,53,152574.09,72643.38
U08288,3,77,185407.88,54684.02
U08289,2,47,130351.17,57144.16
U08290,1,37,100845.43,87938.79
U08291,1,32,72676.23,60386.93
U08292,4,143,413243.72,96268.77
U08293,4,133,362992.32,85728.47
U08294,2,76,198969.36,89370.9
U08296,4,107,266824.18,72784.81
U08298,2,63,186677.14,92032.61
U08299,3,81,213029.89,68250.61
U08300,2,56,160688.98,91621.11
U08301,1,47,124231.53,96120.33
U08303,1,23,70759.23,61794.09
U08304,1,43,112636.04,105124.5
U08305,3,94,270441.78,70260.15
U08306,2,59,176793.04,91227.13
U08307,2,42,124166.96,58834.99
U08308,1,13,35342.74,35342.74
U08309,5,157,447975.53,80407.26
U08310,2,38,114505.39,57656.65
U08311,4,116,337076.75,79143.64
U08313,2,74,197686.98,95532.86
U08314,1,37,98044.63,67943.45
U08315,2,93,232104.66,107527.4
U08316,4,90,235888.83,76571.32
U08317,2,43,102485.41,54403.58
U08318,4,97,219901.58,42268.45
U08319,2,77,197590.25,87041.58
U08320,1,19,58237.15,52933.43
U08321,4,128,359503.53,77312.37
U08322,2,51,136357.92,55706.45
U08324,2,46,125849.56,64671.75
U08325,1,46,139561.53,123611.93
U08326,1,14,30307.5,25376.66
U08327,4,168,481533.31,106523.23
U08328,1,43,112016.1,92693.36
U08329,3,86,219537.24,76298.31
U08330,2,65,180629.56,81372.32
U08331,1,49,129869.55,112205.13
U08333,2,65,163981.72,82603.84
U08334,2,57,152118.7,75369.08
U08335,1,40,121220.11,106256.31
U08336,1,46,129617.99,104877.57
U08337,6,119,341335.59,59824.63
U08338,1,19,65816.68,52996.45
U08339,2,48,131995.56,70908.26
U08340,2,95,258531.31,112263.29
U08341,2,52,128652.63,65670.35
U08342,2,42,125896.37,65856.13
U08343,3,102,268205.75,90981.3
U08344,2,40,119907.64,55531.43
U08345,3,91,227784.12,79176.07
U08346,1,41,111323.71,102037.67
U08347,3,107,297194.77,88643.56
U08349,3,100,281837.02,90573.47
U08350,1,35,88917.38,74795.5
U08351,1,30,70778.98,47464.5
U08352,1,41,107591.06,100436.78
U08353,5,166,429646.84,75621.77
U08354,5,182,495208.69,86384.27
U08355,5,128,337674.89,73774.97
U08356,2,58,132225.6,59233.07
U08357,2,84,239513.51,110491.26
U08358,5,130,329588.97,57825.72
U08359,2,63,147697.26,59871.53
U08360,1,16,40662.67,32446.53
U08361,3,83,210227.53,64269.32
U08362,3,79,207153.69,71408.97
U08363,3,84,229885.45,87433.17
U08364,2,67,183214.9,91078.88
U08366,1,12,32268.81,32268.81
U08367,2,57,139264.62,69371.08
U08368,3,71,164533.49,57884.98
U08369,3,54,142459.34,38607.83
U08370,3,66,184593.58,60285.4
U08372,2,42,131007.07,58499.59
U08373,3,116,313689.56,96195.01
U08374,2,76,224215.12,105191.87
U08375,2,90,255785.55,119002.1
U08376,2,25,59910.0,27063.22
U08379,2,50,142928.83,67999.42
U08380,3,86,234030.98,94212.61
U08381,1,45,111558.1,97505.77
U08382,1,19,60612.02,57820.7
U08383,3,96,241131.83,64258.8
U08384,2,41,100066.59,43938.93
U08385,2,61,183980.6,84166.93
U08386,2,45,136599.35,61804.65
U08387,4,132,362757.19,81141.49
U08388,4,105,291741.31,80187.22
U08389,2,52,119516.31,55221.83
U08390,2,49,123939.79,39803.06
U08391,4,127,350305.73,74779.57
U08392,1,17,46964.43,46964.43
U08393,3,79,218471.01,86624.52
U08395,1,13,39729.71,39729.71
U08396,2,24,76643.09,34040.18
U08397,5,127,343070.12,55537.39
U08398,4,126,368034.04,96832.7
U08400,2,71,178634.16,89980.83
U08401,1,42,112031.52,107581.06
U08402,2,71,206329.66,106711.97
U08404,2,58,165660.05,78669.98
U08405,1,29,67870.22,64260.88
U08407,1,25,61909.33,49449.37
U08409,4,125,361185.54,88280.04
U08410,3,104,313552.57,91139.45
U08411,2,27,65829.77,26821.54
U08412,2,25,73026.43,31926.68
U08413,1,14,34626.12,34626.12
U08414,2,93,249496.3,108401.95
U08415,2,44,126965.79,54802.82
U08416,3,76,191700.13,61915.06
U08417,4,103,291943.25,76426.32
U08418,1,38,91826.73,81283.27
U08420,2,75,218427.49,98146.78
U08421,4,113,292926.74,59665.82
U08422,1,43,114880.13,87143.57
U08423,1,35,95014.44,82574.38
U08424,1,19,52189.31,52189.31
U08425,1,32,87125.67,84005.82
U08426,5,137,379522.67,86133.57
U08427,3,130,367943.99,112005.03
U08428,5,149,426305.64,77940.15
U08429,1,43,96970.98,78514.42
U08430,1,40,95972.69,55250.55
U08432,2,65,189889.85,89381.67
U08433,5,172,474115.25,90259.31
U08434,1,29,73400.94,47809.12
U08435,2,40,124364.49,58355.51
U08436,1,32,83364.87,62668.69
U08437,5,185,465447.38,90777.78
U08438,3,110,339779.1,106620.91
U08439,1,27,71823.09,48233.62
U08440,1,16,34548.19,20128.73
U08441,6,126,336764.22,56807.86
U08442,5,148,417899.02,77162.65
U08443,3,61,174698.58,57610.76
U08444,1,17,44790.49,44790.49
U08445,1,34,76236.61,52472.21
U08446,1,44,120998.52,108735.7
U08448,2,49,123389.41,58462.19
U08449,2,56,132567.87,51061.2
U08450,1,47,132826.13,102436.54
U08452,5,183,496511.46,91359.56
U08453,2,41,108200.52,46221.59
U08454,5,146,389159.43,76552.08
U08455,4,138,366417.29,91880.93
U08456,1,31,83083.35,75388.37
U08457,4,126,319106.57,72347.26
U08458,3,100,261074.67,82317.69
U08459,1,44,111687.17,85600.31
U08460,5,131,372962.44,68489.74
U08461,4,131,368103.13,91723.99
U08462,1,43,131787.56,121859.54
U08463,2,48,146198.94,85031.18
U08464,3,90,253555.3,71785.38
U08465,2,40,112758.38,64177.5
U08466,4,140,382328.19,88731.32
U08467,2,86,252435.43,111749.89
U08468,3,73,206160.47,69310.34
U08469,1,31,83256.4,74000.5
U08470,2,68,190744.65,100069.43
U08471,4,134,374745.39,83860.54
U08474,1,44,120159.81,89407.93
U08475,3,88,268278.35,80856.04
U08476,2,74,197590.17,95998.43
U08478,1,46,115200.85,83472.05
U08479,3,65,191419.02,65416.4
U08480,2,52,143597.64,64936.57
U08481,1,32,99881.43,87679.83
U08482,2,71,200307.7,91838.53
U08483,1,26,81791.58,69084.62
U08485,1,21,58998.36,45598.66
U08486,3,71,187043.35,78603.92
U08487,1,12,30675.05,28056.03
U08488,2,47,133519.7,71531.39
U08489,4,96,241042.35,58141.71
U08490,5,143,384595.71,68343.95
U08492,1,46,143328.24,137925.68
U08494,3,91,259409.88,72230.02
U08495,2,37,82766.56,40803.21
U08496,2,80,233382.25,95917.33
U08497,2,90,255943.06,95533.16
U08498,2,35,89502.66,45714.73
U08500,2,65,155812.08,72737.49
U08501,5,204,546686.45,92724.71
U08502,2,71,202024.42,96602.11
U08504,3,70,188162.98,60139.0
U08505,1,40,115736.67,109087.71
U08506,1,43,109164.36,95341.76
U08507,5,131,354199.38,72580.94
U08508,1,34,95701.95,71034.19
U08510,2,47,117770.59,52129.42
U08511,4,104,285928.96,78841.34
U08512,4,150,405231.03,93726.93
U08514,1,38,111225.78,106391.62
U08515,4,171,472947.45,102692.56
U08518,3,97,272083.61,93233.07
U08519,3,78,234953.21,63661.95
U08520,4,115,296211.85,72228.51
U08521,2,74,183588.84,72940.22
U08522,1,11,32305.06,27291.79
U08523,3,70,178814.95,49898.56
U08524,2,95,257811.29,120554.96
U08526,3,98,248593.3,82285.75
U08527,1,22,69856.74,67638.94
U08528,4,128,357402.52,95138.2
U08529,3,86,198494.5,47273.62
U08530,1,44,136490.23,121424.67
U08532,7,187,504952.31,81674.69
U08533,5,148,411313.89,83200.39
U08534,2,43,120342.24,48115.38
U08535,1,36,76050.92,47460.82
U08536,1,24,71198.29,67570.81
U08537,4,114,302050.03,70158.07
U08538,7,192,513145.58,68035.34
U08539,1,13,29779.22,29779.22
U08541,1,50,138452.01,134224.77
U08542,3,90,242821.3,97139.36
U08543,1,19,53210.02,47808.67
U08544,1,19,47971.69,47971.69
U08546,2,61,152659.22,70883.11
U08549,1,43,124849.0,107320.94
U08550,3,77,206054.84,72097.26
U08551,2,57,176940.69,106912.5
U08552,1,45,114268.96,91969.28
U08553,5,161,445138.24,86399.91
U08554,2,41,96202.77,38225.76
U08555,1,29,79818.5,50743.42
U08556,2,46,141774.52,63219.47
U08557,1,26,58018.9,58018.9
U08558,2,62,153765.35,59923.42
U08559,4,132,358137.64,95419.39
U08560,2,78,195203.91,82402.0
U08561,1,46,124045.74,109379.8
U08562,2,57,192664.73,92703.99
U08563,1,48,114767.8,82300.54
U08565,2,61,162153.22,75828.07
U08566,4,121,321652.72,77693.95
U08567,1,42,109657.52,91120.66
U08568,1,48,145603.07,108396.71
U08569,6,144,395327.69,65774.06
U08570,2,86,221282.72,94884.81
U08571,4,139,372529.2,82038.8
U08572,2,63,169186.56,71738.45
U08573,1,27,68287.19,54138.37
U08575,2,41,116982.42,53385.02
U08576,1,23,77088.01,61268.53
U08577,3,91,264700.91,78530.43
U08578,1,11,26044.75,26044.75
U08579,2,46,102789.79,45685.11
U08580,2,81,205935.7,96950.28
U08582,1,29,69862.94,65974.9
U08585,4,135,393790.99,89539.55
U08586,1,24,52419.51,47413.09
U08587,2,63,166780.66,71409.37
U08588,1,23,69901.88,62087.38
U08589,3,68,179651.92,68790.33
U08590,1,50,138322.85,99543.91
U08591,2,76,195839.2,96841.15
U08592,2,81,219974.08,94966.3
U08593,1,33,96267.39,83869.53
U08594,1,39,118919.54,107433.04
U08595,3,73,202386.44,88082.08
U08596,2,64,190195.45,67208.99
U08597,2,51,119212.65,52299.71
U08598,3,79,240066.81,73995.3
U08599,1,14,28126.25,23818.87
U08600,4,98,271031.14,75246.59
U08601,3,67,171269.14,71627.73
U08603,2,65,178514.16,96589.06
U08605,1,40,103550.07,92516.29
U08606,4,147,400425.14,84739.95
U08607,3,107,307886.64,87518.45
U08608,2,78,223523.3,108396.78
U08609,1,21,48981.1,39880.9
U08610,1,49,125616.85,108797.67
U08611,4,157,450639.99,102442.67
U08612,2,45,126518.23,58363.78
U08613,2,70,210062.61,97046.82
U08614,2,55,143066.38,82553.26
U08615,1,40,85614.75,75751.37
U08616,2,94,246899.75,106904.43
U08617,1,39,98589.5,85262.94
U08618,2,55,143443.94,67128.33
U08619,1,14,34228.04,23577.93
U08620,1,14,31583.89,22069.83
U08621,1,26,72416.3,68985.42
U08622,2,64,177176.87,86103.35
U08623,2,85,239581.4,99388.8
U08624,2,86,263513.55,111301.28
U08625,2,32,89364.24,50183.41
U08626,5,104,267080.1,50664.65
U08627,4,98,292624.14,82389.32
U08628,3,99,260583.53,83089.99
U08629,1,40,121448.91,113397.71
U08630,2,60,195383.2,104868.23
U08631,2,72,194877.39,90629.72
U08632,3,107,318185.77,94919.98
U08633,1,37,107451.61,100628.45
U08634,1,18,51925.51,51925.51
U08635,2,38,113153.42,47319.66
U08636,3,94,283021.33,98342.8
U08637,1,14,26342.71,26322.71
U08638,2,56,168664.71,77982.57
U08639,1,23,65516.3,62648.2
U08640,9,275,777535.85,86986.08
U08642,4,118,318118.82,69302.48
U08643,4,97,254555.67,61187.07
U08644,1,29,65954.35,54293.59
U08645,2,52,142273.93,61627.65
U08646,3,97,263092.64,80164.16
U08647,1,35,72288.42,57787.16
U08648,1,25,73115.89,65075.33
U08649,2,71,219441.71,99186.9
U08650,2,54,146928.1,64335.9
U08651,1,29,85551.14,85551.14
U08652,6,211,540686.64,80280.2
U08653,2,83,207216.26,95130.01
U08654,6,221,570177.61,90424.14
U08655,2,65,198055.6,78781.24
U08656,1,36,87456.04,87456.04
U08658,2,55,146047.67,60490.75
U08659,9,236,624628.0,63057.67
U08660,1,46,121106.4,110571.06
U08662,4,121,327661.11,81207.82
U08663,2,83,223241.55,84742.0
U08664,2,68,210318.33,108559.71
U08665,1,15,36050.88,36050.88
U08666,2,47,129993.56,64300.71
U08667,4,122,359998.73,75845.45
U08668,2,54,138615.07,70237.15
U08669,1,39,107963.31,100864.63
U08670,1,35,92470.28,72848.18
U08671,3,104,299964.17,98775.67
U08672,1,41,98083.0,75424.2
U08673,2,44,98179.64,41088.66
U08674,1,40,109049.46,105185.76
U08675,2,58,145251.42,61010.78
U08676,2,61,157013.11,64908.45
U08677,3,95,266011.33,92692.15
U08679,2,49,149304.16,74378.8
U08680,3,81,234020.11,72557.94
U08682,2,26,73103.52,29741.29
U08683,2,45,123883.22,60874.09
U08684,1,33,81741.21,50762.07
U08685,3,87,249906.54,86025.13
U08686,4,128,346885.06,82442.44
U08687,1,39,112894.84,95423.04
U08688,3,78,217821.79,67686.03
U08689,3,82,199046.29,76469.56
U08690,3,70,209680.06,64347.26
U08691,1,18,43501.23,28921.65
U08692,3,109,296269.79,87092.7
U08693,2,35,97996.22,46991.94
U08694,2,31,76135.9,34023.32
U08695,3,92,238580.32,71923.38
U08696,1,49,123488.06,98004.62
U08698,1,50,133228.07,115996.07
U08699,1,10,24648.78,24648.78
U08700,2,42,111881.67,56227.08
U08701,3,83,203209.28,68025.01
U08702,1,11,32256.78,24728.44
U08703,4,165,492330.9,114516.39
U08704,2,71,183951.21,86051.51
U08705,1,30,86173.99,83627.61
U08706,2,68,170286.8,77467.79
U08707,2,42,118600.22,51397.36
U08708,3,96,249317.06,82802.49
U08709,5,167,428385.6,80654.47
U08710,1,43,130547.03,102589.63
U08712,1,16,38098.46,38098.46
U08713,1,28,87249.16,81509.22
U08715,1,25,59819.51,54026.35
U08716,4,142,395842.99,84532.79
U08718,2,56,165250.93,63245.68
U08719,1,37,99116.29,90310.93
U08721,3,57,174320.33,64051.28
U08724,2,66,187994.41,102545.32
U08725,3,59,181124.37,61660.99
U08726,2,44,135017.21,62633.03
U08727,2,77,205305.51,99392.44
U08728,1,38,100295.92,94471.8
U08729,3,98,277327.52,90107.24
U08730,3,68,192110.87,56507.06
U08731,1,14,44589.41,44589.41
U08732,2,37,99504.36,56068.3
U08733,2,60,170905.23,77914.64
U08734,4,116,326310.47,84635.21
U08735,3,57,164716.04,51978.02
U08736,1,25,77383.45,64106.13
U08737,4,184,526485.57,118055.87
U08738,1,19,46407.1,40248.7
U08739,1,13,33014.69,31588.19
U08740,4,169,443053.22,97875.38
U08741,4,147,404636.72,104217.06
U08742,4,74,194865.18,39898.03
U08743,2,54,169002.91,77224.93
U08744,4,124,341574.85,83713.64
U08745,4,135,383944.35,97634.94
U08746,2,62,171947.02,82525.74
U08747,1,48,132206.07,114975.39
U08750,5,136,384782.61,85616.34
U08751,2,29,81542.51,36895.13
U08752,4,130,392451.25,102345.48
U08754,2,52,130326.38,72154.46
U08756,1,39,108768.6,100084.46
U08757,1,30,97251.47,82545.71
U08758,2,72,173130.68,78337.87
U08759,4,121,300306.55,73397.03
U08760,1,11,39545.05,33334.99
U08761,2,40,115820.76,63078.98
U08762,1,35,103319.77,94256.75
U08764,2,61,192128.45,123710.05
U08765,1,30,75963.03,65412.37
U08766,1,13,30741.99,26132.15
U08767,1,39,107418.63,93066.63
U08768,1,33,94005.27,83257.63
U08769,1,45,133064.83,100159.03
U08770,4,116,321504.1,77900.12
U08771,3,54,165083.15,49942.18
U08772,2,71,210335.76,97308.1
U08773,2,58,155986.33,79902.44
U08774,2,75,206887.51,89290.14
U08775,3,87,223647.23,74171.84
U08776,2,75,225532.96,114219.43
U08778,3,84,234643.41,73146.01
U08779,3,134,346872.02,89936.35
U08781,1,16,42678.52,31886.64
U08782,4,130,352214.34,83853.94
U08783,1,13,28153.63,26433.11
U08784,3,74,200876.22,60912.73
U08785,1,48,126091.08,119748.12
U08786,2,33,102911.18,49030.81
U08787,1,25,70901.92,55721.06
U08788,1,49,139997.98,137918.26
U08789,1,34,94894.04,83167.44
U08790,3,107,289586.76,82205.36
U08791,3,106,324639.34,108183.28
U08793,2,52,137958.73,69031.27
U08794,1,24,63856.27,59171.99
U08795,3,128,343248.55,94970.24
U08796,3,86,233037.84,85078.74
U08797,5,123,329798.5,69183.31
U08798,4,103,253932.34,61769.53
U08799,1,44,106629.84,77408.96
U08800,7,212,578504.03,74984.27
U08801,1,45,110305.13,94743.45
U08802,1,13,42934.52,37755.3
U08803,1,45,114743.07,106790.41
U08804,2,63,192321.78,92173.2
U08805,2,72,172780.53,73803.07
U08808,3,62,170276.18,55886.4
U08809,4,118,330329.19,96162.09
U08810,2,61,172637.16,76084.78
U08811,5,131,370832.75,65119.21
U08812,2,87,244955.56,118480.34
U08813,3,43,125624.9,40516.03
U08814,2,36,116672.72,56565.63
U08815,2,46,130733.37,64852.9
U08816,1,41,129155.45,117364.87
U08818,2,67,193903.85,98808.31
U08819,1,38,105458.61,93521.11
U08821,2,43,101506.74,44152.93
U08822,2,48,124484.83,57692.69
U08823,1,38,97888.66,87114.44
U08824,1,29,84688.94,75741.15
U08825,3,73,218877.69,78182.26
U08826,2,80,215921.35,94127.98
U08827,2,63,190775.86,87615.38
U08828,4,147,433020.5,93233.69
U08829,2,27,73180.06,35785.44
U08830,2,74,198527.68,79512.28
U08831,1,28,81008.71,61119.25
U08832,5,160,430861.07,76015.24
U08835,2,61,172791.62,61113.64
U08836,1,19,55024.45,44024.01
U08837,3,72,184508.06,59208.14
U08838,4,97,279834.91,72095.24
U08839,3,78,238517.72,72316.4
U08840,4,117,316323.04,70675.46
U08841,4,163,459540.68,98959.92
U08842,6,171,450041.43,70916.95
U08843,5,171,472664.66,97551.65
U08844,3,84,211613.74,66039.07
U08846,5,143,405781.65,86799.61
U08847,2,56,139025.22,63698.96
U08848,1,39,106555.38,87214.58
U08850,1,25,69903.18,63557.36
U08851,1,32,89586.54,80288.42
U08852,3,77,209608.92,68175.51
U08853,1,49,121962.35,96227.99
U08854,1,43,125447.62,111470.38
U08855,1,42,97401.93,90274.43
U08856,1,15,46376.97,46376.97
U08858,2,68,204898.26,85493.37
U08859,3,92,236447.48,77235.1
U08860,2,57,153441.8,91083.63
U08863,1,25,68014.0,46753.14
U08865,3,78,200810.46,61008.79
U08869,2,74,213635.74,89563.58
U08870,3,103,300271.62,92541.65
U08872,1,27,73661.58,73661.58
U08873,2,58,144859.57,85354.29
U08875,2,53,137055.42,62573.58
U08876,2,77,222273.5,99037.18
U08877,3,84,239282.96,79226.76
U08879,5,118,319925.59,63902.95
U08880,1,20,59094.72,40876.73
U08881,3,101,262758.42,83122.08
U08882,2,87,237274.19,103216.3
U08883,1,22,60863.96,56266.38
U08884,5,179,469552.75,85787.52
U08885,4,144,405080.69,101189.57
U08886,2,71,197480.18,91656.24
U08887,3,87,240649.94,75160.52
U08888,2,66,151332.81,62789.88
U08889,1,19,50010.93,39062.37
U08891,1,36,109220.0,95368.6
U08894,2,54,148457.48,70823.38
U08895,5,102,285435.29,65997.24
U08896,2,49,130805.51,74240.71
U08897,3,74,205172.81,68560.31
U08898,1,16,46735.22,40030.24
U08900,3,115,356552.57,105155.78
U08901,2,30,89724.52,39932.56
U08902,1,48,141731.71,130107.29
U08903,1,29,97612.31,97612.31
U08904,1,13,32137.73,25438.91
U08905,2,26,69738.84,25933.11
U08906,2,76,193206.82,89065.94
U08907,2,72,190896.88,99533.21
U08908,3,81,244569.57,73139.0
U08909,1,16,34156.22,33189.7
U08910,2,60,173865.16,80129.13
U08911,3,97,235640.38,74637.18
U08912,4,99,303167.29,78064.42
U08913,2,67,185048.2,97361.9
U08914,3,105,292936.03,106976.84
U08915,3,81,236859.2,93095.02
U08916,3,68,172036.34,50328.14
U08917,2,57,176558.68,74415.01
U08918,1,41,104609.96,85232.17
U08919,3,96,285485.19,100234.93
U08920,1,46,118123.81,108584.37
U08921,3,123,322437.78,89489.33
U08922,2,68,174680.21,79055.44
U08923,3,84,235585.92,77006.02
U08926,2,38,100104.49,38010.18
U08927,2,75,214578.31,102722.97
U08928,1,13,24263.21,19765.27
U08929,5,126,367231.24,73153.68
U08930,1,39,107855.15,101331.91
U08931,1,42,121739.92,93622.0
U08932,4,102,301173.58,68086.48
U08933,2,53,123300.14,63753.17
U08935,1,27,53596.37,42237.45
U08936,3,85,237096.37,71960.39
U08937,7,228,615513.0,77276.5
U08938,1,15,39491.47,31753.13
U08939,2,24,66359.91,34224.78
U08941,2,48,132747.04,64231.39
U08942,1,32,99710.81,90321.39
U08943,2,62,180990.19,84544.09
U08944,2,59,170814.19,84476.51
U08945,3,113,331298.29,99910.31
U08946,3,89,245978.94,67602.35
U08947,1,46,117008.6,80542.74
U08949,1,11,31141.94,16319.42
U08950,1,20,63042.28,52538.8
U08951,4,101,249156.58,51693.33
U08952,2,74,205121.07,91640.63
U08954,4,140,354625.86,86237.44
U08955,2,84,225774.91,95496.1
U08956,2,69,181526.32,89975.97
U08957,1,20,56740.38,40202.52
U08958,2,61,153813.8,69175.12
U08959,3,111,290727.19,86597.96
U08960,3,74,202774.78,70421.73
U08961,2,82,226935.58,105308.88
U08962,2,57,158064.68,79905.86
U08963,2,58,164511.9,87404.21
U08964,5,158,445016.69,78554.39
U08965,2,87,219952.76,87013.04
U08966,3,108,279251.58,88909.24
U08967,1,26,71874.67,53903.52
U08968,2,72,183285.23,96019.56
U08969,1,30,72697.14,53468.32
U08970,1,35,86977.23,66267.91
U08971,2,78,212088.01,100547.52
U08972,4,110,305280.07,73096.55
U08973,2,85,223319.97,97580.23
U08974,3,106,279843.92,84343.81
U08975,3,64,173408.02,55923.79
U08977,1,10,23413.48,19115.12
U08978,4,117,284442.92,73783.67
U08979,3,82,247355.62,78382.04
U08980,2,65,179093.21,90166.2
U08981,2,31,69077.98,31676.21
U08982,2,60,171352.25,82784.57
U08983,4,137,401157.03,88670.56
U08984,3,81,229667.43,67669.09
U08985,3,108,304588.61,84996.46
U08986,5,95,276874.11,47774.13
U08987,4,133,361799.65,86824.05
U08988,2,77,198882.37,90284.82
U08989,1,29,60818.46,59186.7
U08991,1,25,66240.63,62787.41
U08992,1,18,38511.53,33117.67
U08993,1,32,86000.23,78162.37
U08996,2,35,89267.98,36610.61
U08997,2,68,189735.93,97835.31
U08998,3,107,296272.23,90442.69
U08999,3,79,198378.64,61565.87
U09000,1,32,90256.45,81636.35
U09001,3,133,365695.31,114935.21
U09002,2,47,132995.25,73197.11
U09003,1,26,79193.07,68264.35
U09004,2,52,150028.91,57780.63
U09006,1,33,89637.49,62719.93
U09007,1,31,87305.6,75932.46
U09010,2,40,121558.51,56283.7
U09011,3,95,267928.51,76717.03
U09012,2,66,182624.05,85494.49
U09014,2,42,142262.63,64611.71
U09015,1,30,84684.91,75187.67
U09016,1,39,101331.47,95955.45
U09017,4,122,316798.98,72060.38
U09019,1,47,144746.76,117939.28
U09020,2,75,202204.59,86829.9
U09022,4,150,426739.02,88308.44
U09023,5,127,371092.66,67290.1
U09024,5,78,200484.78,36100.75
U09025,2,97,244927.48,101017.0
U09026,2,54,141475.4,83520.02
U09028,3,118,315912.76,96594.34
U09030,2,53,131071.51,67370.59
U09031,2,56,172900.13,97361.17
U09032,2,78,204981.65,87507.71
U09033,1,21,54972.83,26838.02
U09034,3,52,160674.22,52362.0
U09035,1,33,90742.83,80772.73
U09036,1,17,45665.84,41383.72
U09037,2,57,133349.49,53146.38
U09038,1,24,73587.18,64532.8
U09039,1,47,119716.0,95262.2
U09040,5,166,467160.44,88933.27
U09041,2,53,150402.0,65132.29
U09042,5,151,418482.71,74909.54
U09043,2,63,174226.39,85638.43
U09044,6,158,435637.53,68009.22
U09045,2,51,137885.94,70549.53
U09046,3,139,392110.77,116971.93
U09047,5,85,234833.22,46095.13
U09048,3,93,267807.1,92962.6
U09049,6,218,573394.06,88050.21
U09050,1,29,69755.09,63986.23
U09051,1,35,79063.26,58456.98
U09052,2,49,137339.87,66105.96
U09053,2,95,255756.57,94327.41
U09054,2,63,177910.48,66547.03
U09055,2,78,228706.08,110598.55
U09056,2,91,266149.33,110922.7
U09057,1,11,27033.57,24084.23
U09058,1,49,143985.61,122031.11
U09059,2,57,147027.89,72866.09
U09060,2,66,185872.18,82040.89
U09061,3,103,290107.23,88262.0
U09062,4,133,355240.69,86382.69
U09064,1,27,73915.55,68760.37
U09065,3,84,228952.4,63091.68
U09066,2,66,197575.49,96196.31
U09067,5,132,398956.58,81786.15
U09068,6,194,543210.77,78803.08
U09069,4,145,379940.47,84690.16
U09070,1,38,108588.94,96314.26
U09071,1,44,113726.76,80090.66
U09072,1,38,103424.36,98302.0
U09073,1,10,33217.44,29306.44
U09074,2,68,183663.05,98624.24
U09075,3,79,219898.11,78118.12
U09076,2,40,113972.36,50833.88
U09077,2,52,129908.83,76012.26
U09078,2,47,128397.03,57575.15
U09079,3,97,251136.9,91730.29
U09080,1,37,105862.67,84873.71
U09081,7,191,550822.2,79533.3
U09082,2,88,218492.85,86884.45
U09083,2,65,182389.69,89405.96
U09084,3,87,271577.23,80551.46
U09085,4,87,259519.49,64306.85
U09086,3,59,145983.45,52651.49
U09087,1,26,72496.71,60013.29
U09089,3,74,212398.5,66244.86
U09090,3,96,249857.7,76730.87
U09091,1,50,135732.02,114852.76
U09093,2,42,113858.27,51538.79
U09094,1,33,82567.77,54288.75
U09095,2,80,209127.54,83660.54
U09096,3,40,102626.99,21949.73
U09097,1,42,124311.47,108734.35
U09098,5,175,506377.06,98439.2
U09099,2,53,151290.47,75063.1
U09100,1,29,74570.18,55778.12
U09101,4,131,349009.14,81501.91
U09102,2,55,146718.34,81841.37
U09103,1,34,91708.65,70318.05
U09105,1,23,61739.96,50817.52
U09106,2,69,190393.13,102279.4
U09108,2,62,190795.11,106118.67
U09109,4,96,275020.3,69961.54
U09110,2,36,105073.29,47834.34
U09112,3,90,259701.76,92636.79
U09113,2,40,113187.11,54450.89
U09114,1,20,43724.95,42450.79
U09115,2,60,133404.4,59999.44
U09116,1,17,39940.39,28391.37
